title,url,published_at,label,name,description,location,website
"Conduent: Conduent Transportation Analysis: Traffic on Major U.S. Toll Road Systems Soars in March, April and May 2021, Eclipsing Pre-COVID Levels | Conduent",https://www.news.conduent.com/news/conduent-transportation-analysis-traffic-on-major-u-s-toll-road-systems-soars-in-march-april-and-may-2021-eclipsing-pre-covid-levels,2021-06-30 12:58:25.442933,PRESS RELEASE,Conduent,Business process service company,United States,https://www.conduent.com/
Century Aluminum Sets Date for Fourth Quarter 2020 Earnings Announcement,https://centuryaluminum.com/investors/press-releases/press-release-details/2021/Century-Aluminum-Sets-Date-for-Fourth-Quarter-2020-Earnings-Announcement/default.aspx,2021-02-08 21:25:14.69731,CALENDAR,Century Aluminum,Producer of primary aluminum,United States,https://centuryaluminum.com/home/default.aspx
Globalworth: Company Presentation - October 2019;,https://www.globalworth.com/sites/default/files/2019-12/GWI%20Overview%20H1%20Results%20Oct19%20vF%20%28no%20presenters%29%20v2.pdf,2020-03-27 11:47:09.591434,PRESS RELEASE,Globalworth,Real estate investment firm specialising in distressed investments across the commercial real estate market,Romania,www.globalworth.com
Leonardo: Sustainability: Leonardo confirmed as UN Global Compact LEAD,https://www.leonardocompany.com/en/press-release-detail/-/detail/20-09-2021-sustainability-leonardo-confirmed-as-un-global-compact-lead,2021-09-20 11:51:35.24357,PRESS RELEASE,Leonardo,"Aerospace, defence and security company",Italy,http://www.leonardocompany.com/
"INEOS: INEOS Phenol is to build a world scale Cumene unit at Marl, Germany",http://www.ineos.com/news/ineos-phenol-is-to-build-a-world-scale-cumene-unit-at-marl-germany/,2019-07-11 09:00:56.883623,PRESS RELEASE,INEOS,Chemical company,United Kingdom,http://www.ineos.com/
IMCD: JEC World 2021,https://www.imcdgroup.com/en/events/jec-world-2021,2021-02-05 23:57:09.737975,PRESS RELEASE,IMCD,"Sells, markets, and distributes specialty chemicals and food ingredients",Netherlands,https://www.imcdgroup.com/
CGG: High-End Seismic Imaging Solves Shallow Gas Challenges,http://www.cgg.com/Media-and-Events/Media-Releases/2018/10/High-End-Seismic-Imaging-Solves-Shallow-Gas-Challenges,2018-10-17 08:01:13.926788,PRESS RELEASE,CGG,"Manufacturer of geophysical equipment, provider of marine, land and airborne data acquisition services",France,http://www.cgg.com/
Tronox: Tronox Announces the Pricing of an Upsized Secondary Public Offering by Exxaro Resources Limited,https://investor.tronox.com/press-releases/press-releases-details/2021/Tronox-Announces-the-Pricing-of-an-Upsized-Secondary-Public-Offering-by-Exxaro-Resources-Limited/default.aspx,2021-02-25 01:39:49.854176,RESULTS,Tronox,Manufactures specialty chemical products,United States,https://www.tronox.com/
"Patrick Industries: Patrick Industries, Inc. Declares Quarterly Cash Dividend",https://www.prnewswire.com/news-releases/patrick-industries-inc-declares-quarterly-cash-dividend-301291678.html,2021-05-14 12:58:07.264946,PRESS RELEASE,Patrick Industries,Manufacturer of building products and materials,United States,https://patrickind.com/
Tullow: 2018 FULL YEAR RESULTS FACTBOOK,https://www.tullowoil.com/Media/docs/default-source/3_investors/2018-full-year-results/2018-full-year-results-fact-book.pdf?sfvrsn=2,2019-02-13 09:42:09.178955,RESULTS,Tullow,Independent oil and gas exploration and production companies,United Kingdom,http://www.tullowoil.com/
SES Global: SES Government Solutions Wins USD 35 Million Contract to Support Major Combatant Command,https://www.ses.com/press-release/ses-government-solutions-wins-usd-35-million-contract-support-major-combatant-command,2021-05-05 06:51:52.9897,PRESS RELEASE,SES Global,Satellite and terrestrial telecommunications network,Luxembourg,https://www.ses.com/
"SunCoke Energy: SunCoke Energy, Inc. Issues Second Annual Sustainability Report",https://www.suncoke.com/English/newsroom/press-releases/press-release-details/2021/SunCoke-Energy-Inc.-Issues-Second-Annual-Sustainability-Report/default.aspx,2021-04-12 20:31:40.641343,RESULTS,SunCoke Energy,Producer of Coke serving the steel and power industries,United States,http://www.suncoke.com/English/Home/default.aspx
Group PSA: Monthly World Sales December 2017,https://www.groupe-psa.com/en/document/volume-des-ventes-mensuelles-decembre-2017/,2018-01-17 10:16:58.662699,PRESS RELEASE,Peugeot,Auto manufacturer,France,https://www.groupe-psa.com/
Element Solutions: 2021 Third Quarter Financial Results Call,https://ir.elementsolutionsinc.com/ir-calendar/detail/2526/2021-third-quarter-financial-results-call,2021-10-14 12:39:18.514286,CALENDAR,Element Solutions,Chemicals company,United States,http://www.platformspecialtyproducts.com/
"Chemours: INVESTIGATION ALERT: The Schall Law Firm Announces it is Investigating Claims Against The Chemours Company and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm | Business Wire",http://www.businesswire.com/news/home/20191209005282/en/INVESTIGATION-ALERT-Schall-Law-Firm-Announces-Investigating,2019-12-09 14:22:49.684879,PRESS RELEASE,Chemours,Chemicals company,United States,https://www.chemours.com/
"Crown: Crown Holdings, Inc. Reports First Quarter 2020 Results | Crown",https://www.crowncork.com/news/press-room/crown-holdings-inc-reports-first-quarter-2020-results,2020-04-20 21:03:14.841006,RESULTS,Crown,Supplier of packaging products to consumer marketing companies,United States,https://www.crowncork.com/
Matalan: Matalan invites you to a conference call to discuss its fourth quarter results on Monday 14th June 2021 at 10am BST.,,2021-06-03 09:24:22.709591,CALENDAR,Matalan,"Value clothing, footwear and homeware retailer",United Kingdom,http://www.matalan.co.uk/
"Gestamp recorded revenues of €6,005m for the first nine months of 2017",http://www.gestamp.com/media-center/press-releases?NewID=3848,2017-10-24 20:11:30.609709,RESULTS,Gestamp,"Manufacture, designer, developer of metal automotive components",Spain,http://www.gestamp.com/
Transcom: Second Quarter 2021 Results,https://www.transcom.com/sites/default/files/2021-08/Q2%20Report%202021%20Published%20English.pdf,2021-08-27 06:26:53.578816,RESULTS,Transcom,Operator of outsourcing centres offering services such as debt collection and customer support,Sweden,http://www.transcom.com/
Guala Closures: Conference call 1Q 2018 results,http://www.gualaclosures.com/wp-content/uploads/2018/05/Conf-call-on-1Q-2018-results_GCL-1.pdf,2018-05-23 08:53:52.94941,CALENDAR,Guala Closures,Producer of high value added closures for spirits,Italy,http://www.gualaclosures.com/
Catalent: Catalent Partners with Spicona to Develop COVID-19 Vaccine Candidate,https://www.catalent.com/catalent-news/catalent-partners-with-spicona-to-develop-covid-19-vaccine-candidate-using-gpex-cell-line-development-platform/,2020-06-10 13:29:28.251388,PRESS RELEASE,Catalent,"Provider of drug delivery technology and development solutions for drugs, biologics and consumer health products",United States,http://www.catalent.com/index.php
Central European Media Enterprises: Quarterly Report,http://d18rn0p25nwr6d.cloudfront.net/CIK-0000925645/908869a6-b219-48e4-b5a6-a1c240318170.pdf,2020-07-21 17:37:05.948633,RESULTS,Central European Media Enterprises,Media and entertainment company,Bermuda,http://www.cetv-net.com/
Dometic: REPORT ON THE FIRST QUARTER 2021,https://www.dometic.com/en-gb/uk/about-us/investors/financial-reports/release/id?releaseid=3953667,2021-04-23 06:03:13.491242,RESULTS,Dometic,"Provider of products for the recreational vehicles, commercial and passenger vehicles and marine markets",Sweden,https://www.dometic.com
Viking Cruises: Viking Continues Restart of Limited Operations,https://www.vikingcruises.co.uk/press/press-releases/viking-continues-restart-of-limited-operations-with-new-bermuda-iceland-and-uk-voyages.html,2021-04-06 14:59:14.333212,PRESS RELEASE,Viking Cruises,"Provider of river, ocean, and expedition cruises",United States,https://www.vikingcruises.com/
"Millicom: Millicom announces the Nomination Committee ahead of the 2019 Annual General Meeting
                                            
                                                2018 31 Jul
                                                file
                                            
                                            Luxembourg, July 31st, 2018 – In accordance with the resolution of the 2018 Annual General Meeting of Millicom International Cellular S.A. (""Millicom""), Cristina Stenbeck, representing Millicom’s largest shareholder Kinnevik AB, has convened a Nomination Committee consisting of members appointed by Millicom larger shareholders.",http://mb.cision.com/Main/950/2584296/885335.pdf,2018-07-31 14:27:54.960654,PRESS RELEASE,Millicom,Telecommunications and media group,Sweden,http://www.millicom.com/
American Airlines Group: Return of the Boeing 737 MAX to service,http://news.aa.com/news/news-details/2020/Return-of-the-Boeing-737-MAX-to-service-OPS-DIS-11/default.aspx,2020-11-18 18:03:26.890284,PRESS RELEASE,American Airlines Group,"Holding company parent of American Airlines, and US Airways Group",United States,https://www.aa.com
XPO Logistics: XPO Logistics Expands Support of Cainiao with Digital Management of Truckload Transport in Spain for AliExpress,https://investors.xpo.com/news-releases/news-release-details/xpo-logistics-expands-support-cainiao-digital-management,2021-10-20 11:03:50.710894,RESULTS,XPO Logistics,Logistics services,United States,http://www.xpo.com/
Techem: Annual Financial Report Financial Year 2017,https://dl.bourse.lu/dl?v=ADyMFy5zxNFitbuuk6wDBr4HVhlcfCx8reL3rL/xL/HHik96eYIU8UFBOfQ7W7+QtzUX70YaqeCG8NM7stRrFOcpZByfjoiNb3li2kBw7NA=,2017-07-12 08:18:04.85708,RESULTS,Techem,Energy services provider,Germany,http://www.techem.com/
Haya Real Estate: Cajamar y Haya Real Estate ponen a la venta mÃ¡s de 15.000 inmuebles con descuentos de hasta el 60 % sobre el valor de tasaciÃ³n,https://corporate.haya.es/en/sala-de-prensa/homes-to-your-taste,2021-02-04 14:37:16.792626,PRESS RELEASE,Haya Real Estate,Sale of properties from new construction and secondhand,Spain,https://www.haya.es/
Under Armour: Under Armour Reports First Quarter 2021 Results; Raises Full Year Outlook,https://about.underarmour.com/investor-relations/news-events-presentations/corporate-news/id/22166,2021-05-04 10:59:37.015306,RESULTS,Under Armour Ltd.,"Manufactures footwear, sports and casual apparel",United States,https://www.underarmour.com/
Befesa: Notification of Major Shareholding Norges Bank,http://www.befesa.com/export/sites/befesa2014/resources/pdf/accionistas_e_inversores/2020-07-07-Notification-Major-Shareholding-Norges-Bank.pdf,2020-07-08 07:33:09.218743,PRESS RELEASE,Befesa,Steel dust recycler,Spain,http://www.befesa.com/
Bausch Health Companies (Valeant): Title Goldman Sachs Global Healthcare Conference,http://ir.valeant.com/~/media/Files/V/Valeant-IR/reports-and-presentations/surgical-slide.pdf,2020-06-24 13:59:10.518587,PRESS RELEASE,Bausch Health Companies (Valeant),Pharmaceutical company,Canada,http://www.valeant.com/
Herc Rentals: Herc Holdings Announces Fourth Quarter and Full Year 2020 Earnings Call and Webcast Date,https://ir.hercrentals.com/news-releases/2021/01-21-2021-130034067,2021-01-21 13:01:09.974425,CALENDAR,Herc Rentals,Offers equipment & tool rentals for construction and industrial applications,United States,https://www.hercrentals.com/us.html
Amigo Loans: Update on General Meeting,https://www.londonstockexchange.com/news-article/AMGO/update-on-general-meeting/14697498,2020-09-24 10:07:53.709695,PRESS RELEASE,Amigo Loans,Guarantor loans for people with bad credit,United Kingdom,https://www.amigoloans.co.uk/
H&E Equipment: 3Q 2020 Earnings Presentation,https://investor.he-equipment.com/static-files/4f3fbc23-736e-4380-bb94-9d879233560f,2020-10-28 13:25:40.944904,RESULTS,H&E Equipment,"Rents, sells, and provides parts and service support for hi-lift and aerial platform equipment, cranes, earthmoving equipment, and industrial lift trucks",United States,https://www.he-equipment.com/
"Corestate Capital: Strategy, Structures & Growth - Lars Schnidrig, CEO | CORESTATE - Lohnende Immobilien Investments",https://corestate-capital.com/en/2019/09/strategy-structures-growth-lars-schnidrig-ceo/,2019-10-09 06:21:52.121144,PRESS RELEASE,Corestate Capital,Real estate investment firm,Luxembourg,https://www.corestate-capital.com
Tronox: Fermium ESG Forum (Virtual),https://investor.tronox.com/events-and-presentations/events-calendar/event-details/2021/Fermium-ESG-Forum-Virtual/default.aspx,2021-02-17 21:20:16.661305,PRESS RELEASE,Tronox,Manufactures specialty chemical products,United States,https://www.tronox.com/
"MDC Partners: MDC Partners Inc. Reports Results For The Three And Twelve Months Ended December 31, 2020",https://www.prnewswire.com/news-releases/mdc-partners-inc-reports-results-for-the-three-and-twelve-months-ended-december-31-2020-301238354.html,2021-03-02 12:06:06.527944,PRESS RELEASE,MDC Partners,Advertising and marketing holding company,United States,https://www.mdc-partners.com/
Fluor: Fluor Corporation to Hold First Quarter Earnings Conference Call,https://newsroom.fluor.com/news-releases/news-details/2021/Fluor-Corporation-to-Hold-First-Quarter-Earnings-Conference-Call/default.aspx,2021-04-07 20:31:39.036609,CALENDAR,Fluor,"Multinational engineering, procurement and construction company",United States,https://www.fluor.com/
Petroleum Geo-Services: Scheme of Arrangement to Implement Financing Transaction,https://www.pgs.com/investor-relations/ir-news-stock-announcements/scheme-of-arrangement-to-implement-financing-transaction/,2020-11-26 20:11:13.507006,PRESS RELEASE,Petroleum Geo-Services,Marine seismic survey and data processing company,Norway,https://www.pgs.com/
Matador: Matador Resources Company Reports Fourth Quarter and Full Year 2020 Financial Results and Provides Operational Update,http://www.businesswire.com/news/home/20210223006060/en/Matador-Resources-Company-Reports-Fourth-Quarter-and-Full-Year-2020-Financial-Results-and-Provides-Operational-Update,2021-02-24 10:27:50.11807,PRESS RELEASE,Matador,Carlyle's Minority Investment Vehicle in CEPSA ,,
Lecta: Lecta to publish its Q3 2018 results on 29 November and to hold a conference call on 4 December,https://www.lecta.com/en/news/Pages/Lecta-to-publish-its-Q3-2018-results-on-29-November-and-to-hold-a-conference-call-on-4-December.aspx,2018-09-26 08:46:00.713542,PRESS RELEASE,Lecta,Coated woodfree printing paper manufacturer,Spain,http://www.lecta.com/
LimaCorporate: LimaCorporate Interim Financial Report H1 2019 ,https://limacorporate.com/repo/investors/98fbc42faedc02492397cb5962ea3a3ffc0a9243/Limacorporate%20Interim%20Financial%20Report%20June%2030%202019.pdf,2019-08-29 06:45:50.669985,RESULTS,LimaCorporate,Medical device company,Italy,https://www.limacorporate.com
Fortescue Metals Group: FFI Delivers on Ambitious Stretch Targets,https://www.fmgl.com.au/docs/default-source/announcements/ffi-delivers-on-ambitious-stretch-targets.pdf?sfvrsn=91341964_2,2021-07-06 00:05:09.117926,PRESS RELEASE,Fortescue Metals Group,Australian iron ore company,Australia,https://www.fmgl.com.au/
Ball Corporation: Ball Corporation Prices €1.3 Billion of Euro-Denominated Senior Notes,https://www.prnewswire.com/news-releases/ball-corporation-prices-1-3-billion-of-euro-denominated-senior-notes-300957662.html,2019-11-13 17:47:21.756082,PRESS RELEASE,Ball Corporation,"Producer of glass jars, lids, and related products",United States,http://www.ball.com/
Warner Music: Q2 2018 Results,http://investors.wmg.com/static-files/f90dba4c-9b54-44bd-84de-7e21d28e208a,2018-05-08 09:17:16.512567,RESULTS,Warner Music,Entertainment and record label,United States,http://www.wmg.com/
Jaguar Land Rover: FY19 Q3 RESULTS PRESENTATION,https://c.jcms-api.com/download/69e97833-2270-4a49-a31e-00548b056969/q3fy19investorpresentationfinalv1.pdf,2019-02-20 12:06:51.740449,RESULTS,Jaguar Land Rover,Multinational automotive manufacturer,United Kingdom,http://www.jaguarlandrover.com/
"Wienerberger: BlackRock, Inc. controls less than 4% of Wienerberger voting rights attached to shares
		                            | PDF 0.06 MB",https://wienerberger.com/en/download/blackrock-inc.-controls-less-than-4-of-wienerberger-voting-rights-attached-to-shares.pdf,2019-02-12 10:06:55.227394,PRESS RELEASE,Wienerberger,"Producer of bricks, clay roof tiles",Austria,http://wienerberger.co.uk/
"Clearway Energy: Clearway Energy, Inc. Reports Full Year 2020 Financial Results",http://investor.clearwayenergy.com/news-releases/news-release-details/clearway-energy-inc-reports-full-year-2020-financial-results,2021-03-01 11:32:13.855309,RESULTS,Clearway Energy,"Provides fossil fuel, solar and wind power generation facilities",United States,https://www.clearwayenergygroup.com/
Intrum Justitia: Intrum AB – Interim report July-September 2021,https://www.intrum.com/press/press-releases/press-release-article/?id=3699D9906F4F3EB1#Intrum_AB__Interim_report_JulySeptember_2021,2021-10-21 05:03:11.488129,RESULTS,Intrum Justitia,Debt collection agency,Sweden,https://www.intrum.com/
DEA: DEA Group 2018 Year End Results Presentation,https://www.dea-group.com/sites/default/files/2018fy_dea_group_results_presentation.pdf,2019-03-07 08:59:52.750481,RESULTS,DEA,Independent oil and gas E&P company,Germany,http://www.dea-group.com/
Vector Group: Vector Group Appoints Technology Veteran Wilson L. White to its Board of Directors,https://ir.vectorgroupltd.com/news-releases/news-release-details/vector-group-appoints-technology-veteran-wilson-l-white-its,2021-06-22 12:03:45.538256,PRESS RELEASE,Vector Group,Diversified holding company operating in tobacco and real estate,United States,https://www.vectorgroupltd.com/
Stonegate Pubs (New): Pricing of senior secured notes offering | Stonegate - Investors Information,https://www.stonegateinvestors.co.uk/2021/07/22/pricing-of-senior-secured-notes-offering/,2021-07-22 19:11:45.709542,PRESS RELEASE,Stonegate Pubs (New),Managed pub company,United Kingdom,http://www.stonegatepubs.com/
Hilton: Hilton Reports Second Quarter Results,https://newsroom.hilton.com/corporate/news/hilton-reports-2021-second-quarter-results,2021-07-29 10:05:21.781202,RESULTS,Hilton,"Owns and manages hotels, resorts, and time share properties globally",United States,https://www.hilton.com/en/
"Michael Baker International: Michael Baker International Names Shane Silsby, P.E., West Region Senior Vice President",https://mbakerintl.com/press-release/michael-baker-international-names-shane-silsby-pe-west-region-senior-vice-president/,2021-01-26 20:30:07.056389,PRESS RELEASE,Michael Baker International,Provides engineering services,United States,https://mbakerintl.com/
ConvaTec: Scrip Dividend - Calculation Price,http://www.londonstockexchange.com/exchange/news/market-news/market-news-detail/CTEC/14498732.html,2020-04-09 11:30:57.599799,PRESS RELEASE,ConvaTec,Medical products and technologies company,United Kingdom,https://www.convatec.co.uk/
Balta: Balta FY 2018 Results ,https://www.baltainvestors.com/media/files/Balta_Full_Year_2018_Results_vF_EN.pdf,2019-03-05 08:59:23.774991,RESULTS,Balta,"Manufacturer of soft flooring, which includes rugs, broadloom and carpet tiles",Belgium,http://www.baltagroup.com/
Houghton Mifflin Harcourt: Houghton Mifflin Harcourt Announces First Quarter 2021 Results; Delivers Billings Growth of 11% from Continuing Operations; ARR Growth of 80%; Strong Trailing Twelve-Month Free Cash Flow,https://www.hmhco.com/about-us/press-releases/houghton-mifflin-harcourt-announces-first-quarter-2021-results-delivers-billings-growth-of-11-from-continuing-operations-arr-growth-of-80-strong-trailing-twelve-month-free-cash-flow,2021-05-06 11:02:03.66373,RESULTS,Houghton Mifflin Harcourt,Operates as a global education and learning company,United States,https://www.hmhco.com/
China Aoyuan Property: PROPOSED ADOPTION OF THE AMENDED AND RESTATED MEMORANDUM AND ARTICLES OF ASSOCIATION OF THE COMPANY,https://en.aoyuan.com.cn/vancheerfile/files/2021/3/2021033119432958.pdf,2021-03-31 11:44:05.969437,PRESS RELEASE,China Aoyuan Property,Property developer,China,https://en.aoyuan.com.cn/
Wind Hellas: Q2 2020 Results Presentation,https://www.wind.gr/investor-relations/wp-content/uploads/2020/08/Q2-2020-Wind-Hellas-rp.pdf,2020-08-27 07:47:31.72614,RESULTS,Wind Hellas,Integrated telecommunications provider,Greece,https://www.wind.gr/
Vallourec: Vallourec: Results for the first quarter of fiscal 2021,https://www.globenewswire.com/news-release/2021/05/20/2233613/0/fr/Vallourec-R%C3%A9sultats-du-premier-trimestre-de-l-exercice-2021.html,2021-05-20 16:45:09.83147,RESULTS,Vallourec,Tubular solutions for the energy markets,France,http://www.vallourec.com
HudBay Minerals: Barclays High Yield Bond & Syndicated Loan Conference,https://hudbayminerals.com/investors/events/event-details/2021/Barclays-High-Yield-Bond--Syndicated-Loan-Conference/default.aspx,2021-05-25 19:35:43.846094,PRESS RELEASE,HudBay Minerals,"Mines and produces zinc, copper, gold, and silver",Canada,https://www.hudbayminerals.com/
Carmeuse reinforces its position in Thailand through Golden Lime,http://www.carmeuse.com/news/carmeuse-reinforces-its-position-thailand-through-golden-lime,2018-03-21 18:40:07.886284,PRESS RELEASE,Carmeuse,"Producer of lime, high calcium limestone and dolomitic stone",Belgium,http://www.carmeuse.com/
"AMC Entertainment: AMC Entertainment Holdings, Inc. to Announce Third Quarter 2019 Results and Host Earnings Conference Call",http://investor.amctheatres.com/file/Index?KeyFile=400360635,2019-10-15 14:31:56.90961,CALENDAR,AMC Entertainment,Cinema operator,United States,http://amctheatres.com/
Fourth Quarter and Full Year 2020 Earnings Presentation,https://s23.q4cdn.com/855317798/files/doc_financials/2020/q4/Q4-Full-Year-2020-Earnings-Presentation.pdf,2021-02-11 16:00:19.777017,PRESS RELEASE,Ingevity,Chemicals manufacturer,United States,https://www.ingevity.com/
Groupe Casino: Q2 2018 Results,https://www.groupe-casino.fr/wp-content/uploads/2018/07/2018-06-17-PR-Q2-2018-Net-Sales.pdf,2018-07-17 08:42:33.005731,RESULTS,Groupe Casino,Mass retailer,France,https://www.groupe-casino.fr/en/
One Call Corporation: How to Survive the Pandemic Era: Stick Together | One Call,https://onecallcm.com/about/news-blog/how-to-survive-the-pandemic-era-stick-together,2021-02-16 19:43:39.085179,PRESS RELEASE,One Call Corporation,Healthcare network management company,United States,https://onecallcm.com/
Chemours: May Investor Presentation,https://s21.q4cdn.com/411213655/files/doc_presentations/2019/05/Deck-Presentation.pdf,2019-05-13 21:41:45.101417,PRESS RELEASE,Chemours,Chemicals company,United States,https://www.chemours.com/
Altice Europe NV: Altice Europe N.V.: Q2 2019 Pro Forma Results - 31.07.2019 - 5:35pm CET,http://altice.net/sites/default/files/pdf/Altice%20Europe%20N.V.%20Second%20Quarter%202019%20Pro%20Forma%20Results.pdf,2019-07-31 15:39:48.052714,RESULTS,Altice Europe NV,Cable and telecommunications company,France,http://altice.net/
Atnahs: Pharmanovia Announces CEO Transition Plan,https://pharmanovia.com/news/pharmanovia-announces-ceo-transition-plan/,2021-07-12 08:45:58.377035,PRESS RELEASE,Atnahs,Specialty pharmaceutical business,United Kingdom,https://www.atnahs.com/
PGT Innovations: PGT Innovations Announces Election of Xavier Boza to Board of Directors,http://ir.pgtinnovations.com/press-releases/2021/02-24-2021-223020691,2021-02-24 22:31:54.823841,PRESS RELEASE,PGT Innovations,"Manufactures windows, doors, and other related products",United States,https://pgtinnovations.com/
Methanex: M&G Issues Letter to Methanex Board of Directors,https://www.businesswire.com/news/home/20211004005737/en/MG-Issues-Letter-to-Methanex-Board-of-Directors,2021-10-05 08:09:47.62962,PRESS RELEASE,Methanex,Producer and supplier of Methanol,Canada,https://www.methanex.com/
Faurecia: Half year results show strong performance in first half of 2017,http://www.faurecia.com/en/news/half-year-results-show-strong-performance-first-half-2017-21072017,2017-07-21 07:08:01.902071,RESULTS,Faurecia,Automotive equipment supplier,France,http://www.faurecia.com/
"Inspired Entertainment: Inspired and The CAGE Companies Announce Exclusive Virtual Sports Agreement Across the Caribbean - Feb 16, 2021",https://investors.inseinc.com/2021-02-16-Inspired-and-The-CAGE-Companies-Announce-Exclusive-Virtual-Sports-Agreement-Across-the-Caribbean,2021-02-16 11:01:13.06935,PRESS RELEASE,Inspired Entertainment,"Provider of content, technology, hardware and services for regulated gaming, betting, lottery, and leisure operators",United States,https://inseinc.com/
William Hill: Media Statement - Consultation on Shop Closures,https://www.williamhillplc.com/newsmedia/newsroom/corporate-news/2019/media-statement-consultation-on-shop-closures/,2019-07-04 09:25:33.144019,PRESS RELEASE,William Hill,Betting and gaming group,United Kingdom,https://www.williamhill.com/
Orano: Two Orano Nuclear Installations Officially Delicensed,http://www.businesswire.com/news/home/20200518005608/en/Orano-Nuclear-Installations-Officially-Delicensed,2020-05-18 16:57:29.438092,PRESS RELEASE,Orano,Multinational nuclear fuel cycle company,France,https://www.orano.group/en
Trinseo: Trinseo - Trinseo Releases its 11th Annual Sustainability & Corporate Social Responsibility Report,https://investor.trinseo.com/investor-relations/news/news-details/2021/Trinseo-Releases-its-11th-Annual-Sustainability--Corporate-Social-Responsibility-Report/default.aspx,2021-07-13 13:09:15.158671,PRESS RELEASE,Trinseo,Chemicals company,United States,http://www.trinseo.com/
Voya Financial: Voya Financial Announces Fourth-Quarter and Full-Year 2020 Results,https://investors.voya.com/news/news-details/2021/Voya-Financial-Announces-Fourth-Quarter-and-Full-Year-2020-Results/default.aspx,2021-02-09 21:16:13.586457,RESULTS,Voya Financial,"Provides retirement planning, investment, and insurance services",United States,https://www.voya.com/
TDC A/S Interim Financial Report January-September 2017,https://www.rns-pdf.londonstockexchange.com/rns/1030V_-2017-10-31.pdf,2017-10-31 13:12:35.726706,RESULTS,TDC Group,Telecommunications company,Denmark,https://tdcgroup.com/
"Salt: Notice of conditional redemption €73,004,000 floating rate Senior Secured Notes due 2022",,2017-03-15 17:47:09.754967,PRESS RELEASE,Salt,Mobile network operator,Switzerland,https://www.salt.ch/
"Kongsberg Automotive: First quarter 2019 - May 15, 2019",https://mb.cision.com/Public/1438/2803047/b7b3eeee38466697.pdf,2019-05-15 08:14:21.37708,RESULTS,Kongsberg Automotive,Global manufacturer of applications for automotive heavy-duty end-markets,Norway,http://www.kongsbergautomotive.com/
Rexel: Rexel Energy Solutions & Retrolux Announce Partnership,https://www.prnewswire.com/news-releases/rexel-energy-solutions--retrolux-announce-partnership-301187794.html,2020-12-08 16:23:19.296443,PRESS RELEASE,Rexel,Distributor of low and ultra-low voltage electrical products,France,http://www.rexel.com/
Spectrum Brands: Spectrum Brands Announces Appointment of Sherianne James to its Board of Directors and Randy Lewis as its Chief Operating Officer,https://www.businesswire.com/news/home/20181025006077/en/Spectrum-Brands-Announces-Appointment-Sherianne-James-Board,2018-10-26 08:56:54.991132,PRESS RELEASE,Spectrum Brands,Consumer products,United States,http://www.spectrumbrands.com/
China Aoyuan Property: Monthly Return of Equity Issuer on Movements in Se...,https://en.aoyuan.com.cn/vancheerfile/files/2020/10/20201005173042794.pdf,2020-10-05 09:32:11.522883,PRESS RELEASE,China Aoyuan Property,Property developer,China,https://en.aoyuan.com.cn/
Matalan: Matalan Q2 FY20 Financial Statements,https://production-matalanlive-assets.s3-eu-west-1.amazonaws.com/uploads/asset_file/asset_file/248069/1570720829.0504372-Matalan_Q2_FY20_Financial_Statements.pdf,2019-10-14 07:27:24.135121,RESULTS,Matalan,"Value clothing, footwear and homeware retailer",United Kingdom,http://www.matalan.co.uk/
Grupo Antolin: Grupo Antolin participated at the Auto Interiors Expo in Michigan,http://www.grupoantolin.com/en/grupo-antolin-participated-auto-interiors-expo-michigan,2019-10-28 10:12:28.46283,PRESS RELEASE,Grupo Antolin,Manufacturer and supplier of automotive interior components,Spain,http://www.grupoantolin.com/
Adient: Adient Q4 2021 Earnings Conference Call,https://services.choruscall.com/links/adnt211110zXQqcyWS.html,2021-10-25 12:55:08.357956,PRESS RELEASE,Adient,Supplier of automotive seating and interiors,United States,http://www.adient.com/
Springer Nature: Springer Nature CEO calls for greater collaboration across the research community to accelerate open science,https://group.springernature.com/fr/group/media/press-releases/springer-nature-ceo-calls-for-greater-collaboration/18757378,2021-01-12 07:57:13.911817,PRESS RELEASE,Springer Nature,Research publisher,Germany,https://www.springernature.com/
Live Nation Entertainment: Live Nation Entertainment Reports Fourth Quarter & Full Year 2019 Results,https://d1io3yog0oux5.cloudfront.net/_af4656be4fd6a0977598c155fd174fc3/livenationentertainment/db/670/6134/supplemental_operational_and_financial_information/Full+Year+2019+Supplemental+Information.pdf,2020-02-28 09:50:18.639202,RESULTS,Live Nation Entertainment,"Promotes, operates, and manages ticket sales for live entertainment in the United States and internationally",United States,https://www.livenationentertainment.com/
Gamenet: GAMENET GROUP: Q1'20 RESULTS CONFERENCE CALL DETAILS,https://www.gamenetgroup.it/sites/default/files/investor-relations/Gamenet%20Group%20S.p.A.%20-%20Q1%2720%20Conference%20Call%20details.pdf,2020-05-14 16:09:16.044012,RESULTS,Gamenet,Gaming company,Italy,https://www.gamenetgroup.it/
Bakkavor: Directorate Change,https://files.q4europe.com/news-pdf/34273424/Bakkavor_14979587.pdf,2021-02-25 07:06:59.536541,PRESS RELEASE,Bakkavor,Provider of fresh prepared food products,United Kingdom,http://www.bakkavor.com/
